date,close,m1_up,lab_dn,lab_up,isFP_DN,isFP_UP
2025-09-21 22:00:00,115538.9,1.0,1.0,0.0,,1.0
2025-09-21 23:00:00,115232.29,1.0,1.0,0.0,,1.0
2025-09-22 00:00:00,114407.28,1.0,1.0,0.0,,1.0
2025-09-22 01:00:00,114273.45,1.0,1.0,0.0,,1.0
2025-09-22 02:00:00,114187.81,1.0,1.0,0.0,,1.0
2025-09-22 03:00:00,114649.89,1.0,1.0,0.0,,1.0
2025-09-22 04:00:00,114433.53,1.0,1.0,0.0,,1.0
2025-09-22 05:00:00,113691.19,1.0,1.0,0.0,,1.0
2025-09-22 06:00:00,112800.77,1.0,0.0,1.0,,0.0
2025-09-22 07:00:00,112519.99,1.0,0.0,1.0,,0.0
2025-09-22 08:00:00,112629.07,1.0,0.0,1.0,,0.0
2025-09-22 09:00:00,112336.62,1.0,0.0,1.0,,0.0
2025-09-22 10:00:00,112792.16,1.0,1.0,0.0,,1.0
2025-09-22 11:00:00,112876.97,1.0,1.0,0.0,,1.0
2025-09-22 12:00:00,112738.65,1.0,1.0,0.0,,1.0
2025-09-22 13:00:00,113130.63,1.0,1.0,0.0,,1.0
2025-09-22 14:00:00,112933.16,1.0,0.0,0.0,,1.0
2025-09-22 15:00:00,112815.5,1.0,1.0,0.0,,1.0
2025-09-22 16:00:00,112600.68,1.0,0.0,0.0,,1.0
2025-09-22 17:00:00,112398.66,1.0,0.0,0.0,,1.0
2025-09-22 18:00:00,112429.13,1.0,1.0,0.0,,1.0
2025-09-22 19:00:00,112122.9,1.0,1.0,0.0,,1.0
2025-09-22 20:00:00,112781.88,1.0,1.0,0.0,,1.0
2025-09-22 21:00:00,112969.99,1.0,1.0,0.0,,1.0
2025-09-22 22:00:00,112643.25,1.0,0.0,0.0,,1.0
2025-09-22 23:00:00,112650.99,1.0,0.0,1.0,,0.0
2025-09-23 00:00:00,112395.32,1.0,0.0,1.0,,0.0
2025-09-23 01:00:00,112156.66,1.0,0.0,1.0,,0.0
2025-09-23 02:00:00,111811.88,1.0,0.0,1.0,,0.0
2025-09-23 03:00:00,112339.99,1.0,0.0,1.0,,0.0
2025-09-23 04:00:00,112442.3,1.0,0.0,1.0,,0.0
2025-09-23 05:00:00,112665.44,1.0,0.0,1.0,,0.0
2025-09-23 06:00:00,112974.96,1.0,0.0,0.0,,1.0
2025-09-23 07:00:00,113090.13,1.0,1.0,0.0,,1.0
2025-09-23 08:00:00,113133.84,1.0,1.0,0.0,,1.0
2025-09-23 09:00:00,112934.47,1.0,0.0,0.0,,1.0
2025-09-23 10:00:00,112969.32,1.0,1.0,0.0,,1.0
2025-09-23 11:00:00,112975.99,1.0,1.0,0.0,,1.0
2025-09-23 12:00:00,112941.02,1.0,1.0,0.0,,1.0
2025-09-23 13:00:00,112952.31,1.0,1.0,0.0,,1.0
2025-09-23 14:00:00,112652.91,1.0,1.0,0.0,,1.0
2025-09-23 15:00:00,112882.19,1.0,1.0,0.0,,1.0
2025-09-23 16:00:00,112823.63,1.0,1.0,0.0,,1.0
2025-09-23 17:00:00,111957.76,1.0,0.0,1.0,,0.0
2025-09-23 18:00:00,111780.1,1.0,0.0,1.0,,0.0
2025-09-23 19:00:00,111655.29,1.0,0.0,1.0,,0.0
2025-09-23 20:00:00,111985.77,1.0,1.0,0.0,,1.0
2025-09-23 21:00:00,112161.54,1.0,0.0,0.0,,1.0
2025-09-23 22:00:00,112159.23,1.0,0.0,1.0,,0.0
2025-09-23 23:00:00,111998.8,1.0,0.0,1.0,,0.0
2025-09-24 00:00:00,112230.72,1.0,0.0,1.0,,0.0
2025-09-24 01:00:00,112451.26,1.0,0.0,1.0,,0.0
2025-09-24 02:00:00,112111.62,1.0,0.0,1.0,,0.0
2025-09-24 03:00:00,111683.09,1.0,0.0,1.0,,0.0
2025-09-24 04:00:00,112161.93,1.0,0.0,1.0,,0.0
2025-09-24 05:00:00,112636.84,1.0,0.0,1.0,,0.0
2025-09-24 06:00:00,112596.69,1.0,0.0,1.0,,0.0
2025-09-24 07:00:00,112583.54,1.0,0.0,1.0,,0.0
2025-09-24 08:00:00,112622.8,1.0,0.0,1.0,,0.0
2025-09-24 09:00:00,112735.06,1.0,0.0,1.0,,0.0
2025-09-24 10:00:00,112941.98,1.0,0.0,1.0,,0.0
2025-09-24 11:00:00,113029.46,1.0,0.0,1.0,,0.0
2025-09-24 12:00:00,113070.69,1.0,0.0,1.0,,0.0
2025-09-24 13:00:00,112823.62,1.0,0.0,1.0,,0.0
2025-09-24 14:00:00,113720.64,1.0,1.0,0.0,,1.0
2025-09-24 15:00:00,113346.41,1.0,0.0,0.0,,1.0
2025-09-24 16:00:00,113732.01,1.0,1.0,0.0,,1.0
2025-09-24 17:00:00,113761.3,1.0,1.0,0.0,,1.0
2025-09-24 18:00:00,113639.8,1.0,1.0,0.0,,1.0
2025-09-24 19:00:00,113420.01,1.0,1.0,0.0,,1.0
2025-09-24 20:00:00,113501.52,1.0,1.0,0.0,,1.0
2025-09-24 21:00:00,113339.63,1.0,1.0,0.0,,1.0
2025-09-24 22:00:00,113336.33,1.0,1.0,0.0,,1.0
2025-09-24 23:00:00,113307.0,1.0,1.0,0.0,,1.0
2025-09-25 00:00:00,113062.35,1.0,1.0,0.0,,1.0
2025-09-25 01:00:00,112661.24,1.0,1.0,0.0,,1.0
2025-09-25 02:00:00,112907.38,1.0,1.0,0.0,,1.0
2025-09-25 03:00:00,112546.21,1.0,1.0,0.0,,1.0
2025-09-25 04:00:00,111735.66,1.0,1.0,0.0,,1.0
2025-09-25 05:00:00,111749.91,1.0,1.0,0.0,,1.0
2025-09-25 06:00:00,111533.26,1.0,1.0,0.0,,1.0
2025-09-25 07:00:00,111766.72,1.0,1.0,0.0,,1.0
2025-09-25 08:00:00,111727.21,1.0,1.0,0.0,,1.0
2025-09-25 09:00:00,111571.58,1.0,1.0,0.0,,1.0
2025-09-25 10:00:00,111648.19,1.0,1.0,0.0,,1.0
2025-09-25 11:00:00,111348.0,1.0,1.0,0.0,,1.0
2025-09-25 12:00:00,111111.0,1.0,1.0,0.0,,1.0
2025-09-25 13:00:00,111000.0,1.0,1.0,0.0,,1.0
2025-09-25 14:00:00,111540.0,1.0,1.0,0.0,,1.0
2025-09-25 15:00:00,111580.77,1.0,1.0,0.0,,1.0
2025-09-25 16:00:00,110957.29,1.0,1.0,0.0,,1.0
2025-09-25 17:00:00,108833.63,1.0,0.0,1.0,,0.0
2025-09-25 18:00:00,109760.2,1.0,0.0,0.0,,1.0
2025-09-25 19:00:00,109360.0,1.0,0.0,1.0,,0.0
2025-09-25 20:00:00,109163.44,1.0,0.0,1.0,,0.0
2025-09-25 21:00:00,109420.0,1.0,0.0,0.0,,1.0
2025-09-25 22:00:00,109419.97,1.0,1.0,0.0,,1.0
2025-09-25 23:00:00,108994.49,1.0,0.0,1.0,,0.0
2025-09-26 00:00:00,109472.13,1.0,1.0,0.0,,1.0
2025-09-26 01:00:00,109680.4,1.0,1.0,0.0,,1.0
2025-09-26 02:00:00,109621.7,1.0,0.0,0.0,,1.0
2025-09-26 03:00:00,109580.01,1.0,1.0,0.0,,1.0
2025-09-26 04:00:00,109338.01,1.0,1.0,0.0,,1.0
2025-09-26 05:00:00,109252.79,1.0,0.0,1.0,,0.0
2025-09-26 06:00:00,109360.0,1.0,0.0,1.0,,0.0
2025-09-26 07:00:00,109320.02,1.0,1.0,0.0,,1.0
2025-09-26 08:00:00,109567.2,1.0,1.0,0.0,,1.0
2025-09-26 09:00:00,109568.72,1.0,0.0,0.0,,1.0
2025-09-26 10:00:00,108895.0,1.0,0.0,1.0,,0.0
2025-09-26 11:00:00,109133.5,1.0,0.0,1.0,,0.0
2025-09-26 12:00:00,109372.68,1.0,1.0,0.0,,1.0
2025-09-26 13:00:00,109669.73,1.0,1.0,0.0,,1.0
2025-09-26 14:00:00,108836.0,1.0,0.0,1.0,,0.0
2025-09-26 15:00:00,109027.78,1.0,0.0,1.0,,0.0
2025-09-26 16:00:00,109460.01,1.0,0.0,1.0,,0.0
2025-09-26 17:00:00,109899.99,1.0,1.0,0.0,,1.0
2025-09-26 18:00:00,109727.99,1.0,1.0,0.0,,1.0
2025-09-26 19:00:00,109172.2,1.0,0.0,1.0,,0.0
2025-09-26 20:00:00,109288.44,1.0,0.0,1.0,,0.0
2025-09-26 21:00:00,109469.07,1.0,0.0,1.0,,0.0
2025-09-26 22:00:00,109558.25,1.0,0.0,0.0,,1.0
2025-09-26 23:00:00,109643.46,1.0,0.0,0.0,,1.0
2025-09-27 00:00:00,109649.29,1.0,1.0,0.0,,1.0
2025-09-27 01:00:00,109431.92,1.0,1.0,0.0,,1.0
2025-09-27 02:00:00,109408.18,1.0,1.0,0.0,,1.0
2025-09-27 03:00:00,109553.77,1.0,1.0,0.0,,1.0
2025-09-27 04:00:00,109654.99,1.0,1.0,0.0,,1.0
2025-09-27 05:00:00,109635.72,1.0,1.0,0.0,,1.0
2025-09-27 06:00:00,109541.36,1.0,1.0,0.0,,1.0
2025-09-27 07:00:00,109411.2,1.0,1.0,0.0,,1.0
2025-09-27 08:00:00,109252.01,1.0,0.0,1.0,,0.0
2025-09-27 09:00:00,109292.73,1.0,0.0,0.0,,1.0
2025-09-27 10:00:00,109431.7,1.0,0.0,0.0,,1.0
2025-09-27 11:00:00,109310.21,1.0,0.0,1.0,,0.0
2025-09-27 12:00:00,109400.05,1.0,0.0,0.0,,1.0
2025-09-27 13:00:00,109306.61,1.0,0.0,0.0,,1.0
2025-09-27 14:00:00,109287.89,1.0,0.0,1.0,,0.0
2025-09-27 15:00:00,109402.24,1.0,0.0,1.0,,0.0
2025-09-27 16:00:00,109389.04,1.0,0.0,1.0,,0.0
2025-09-27 17:00:00,109382.47,1.0,0.0,1.0,,0.0
2025-09-27 18:00:00,109434.96,1.0,0.0,0.0,,1.0
2025-09-27 19:00:00,109424.2,1.0,0.0,0.0,,1.0
2025-09-27 20:00:00,109390.0,1.0,0.0,0.0,,1.0
2025-09-27 21:00:00,109474.99,1.0,0.0,0.0,,1.0
2025-09-27 22:00:00,109605.62,0.0,1.0,0.0,,
2025-09-27 23:00:00,109635.85,1.0,1.0,0.0,,1.0
2025-09-28 00:00:00,109607.81,0.0,0.0,0.0,1.0,
2025-09-28 01:00:00,109353.67,0.0,0.0,1.0,,
2025-09-28 02:00:00,109447.55,0.0,0.0,0.0,,
2025-09-28 03:00:00,109436.0,0.0,0.0,0.0,,
2025-09-28 04:00:00,109365.9,1.0,0.0,0.0,,1.0
2025-09-28 05:00:00,109356.43,0.0,0.0,0.0,,
2025-09-28 06:00:00,109410.0,0.0,0.0,1.0,1.0,
2025-09-28 07:00:00,109513.06,1.0,0.0,1.0,,0.0
2025-09-28 08:00:00,109509.91,0.0,0.0,1.0,1.0,
2025-09-28 09:00:00,109519.42,1.0,0.0,1.0,,0.0
2025-09-28 10:00:00,109368.44,1.0,0.0,1.0,,0.0
2025-09-28 11:00:00,109369.02,0.0,0.0,1.0,1.0,
2025-09-28 12:00:00,109314.99,1.0,0.0,1.0,,0.0
2025-09-28 13:00:00,109639.0,1.0,0.0,1.0,,0.0
2025-09-28 14:00:00,109850.01,1.0,0.0,1.0,,0.0
2025-09-28 15:00:00,110037.93,1.0,0.0,1.0,,0.0
2025-09-28 16:00:00,110222.02,1.0,0.0,1.0,,0.0
2025-09-28 17:00:00,110203.52,1.0,0.0,1.0,,0.0
2025-09-28 18:00:00,110293.56,1.0,0.0,1.0,,0.0
2025-09-28 19:00:00,110337.6,1.0,0.0,1.0,,0.0
2025-09-28 20:00:00,110803.8,1.0,0.0,1.0,,0.0
2025-09-28 21:00:00,110833.99,1.0,0.0,1.0,,0.0
2025-09-28 22:00:00,111938.51,0.0,1.0,0.0,0.0,
2025-09-28 23:00:00,112163.95,0.0,1.0,0.0,0.0,
2025-09-29 00:00:00,112260.57,0.0,1.0,0.0,0.0,
2025-09-29 01:00:00,111855.3,0.0,0.0,1.0,1.0,
2025-09-29 02:00:00,111750.02,1.0,0.0,1.0,,0.0
2025-09-29 03:00:00,111857.51,0.0,0.0,1.0,,
2025-09-29 04:00:00,111812.0,0.0,0.0,1.0,1.0,
2025-09-29 05:00:00,111753.34,1.0,0.0,1.0,,0.0
2025-09-29 06:00:00,111632.83,1.0,0.0,1.0,,0.0
2025-09-29 07:00:00,111865.95,0.0,0.0,1.0,1.0,
2025-09-29 08:00:00,112099.75,1.0,0.0,1.0,,0.0
2025-09-29 09:00:00,112110.9,1.0,0.0,1.0,,0.0
2025-09-29 10:00:00,112090.18,0.0,0.0,1.0,1.0,
2025-09-29 11:00:00,112100.0,0.0,0.0,1.0,,
2025-09-29 12:00:00,112022.16,0.0,0.0,1.0,,
2025-09-29 13:00:00,113227.29,1.0,0.0,1.0,,0.0
2025-09-29 14:00:00,114033.53,1.0,0.0,1.0,,0.0
2025-09-29 15:00:00,113815.57,0.0,0.0,1.0,,
2025-09-29 16:00:00,113626.15,1.0,0.0,1.0,,0.0
2025-09-29 17:00:00,114043.91,1.0,0.0,1.0,,0.0
2025-09-29 18:00:00,114008.79,0.0,0.0,1.0,,
2025-09-29 19:00:00,114265.55,0.0,0.0,1.0,1.0,
2025-09-29 20:00:00,114258.29,0.0,0.0,1.0,1.0,
2025-09-29 21:00:00,114176.73,0.0,0.0,0.0,,
2025-09-29 22:00:00,114189.81,0.0,1.0,0.0,,
2025-09-29 23:00:00,114311.96,0.0,1.0,0.0,,
2025-09-30 00:00:00,114525.97,0.0,1.0,0.0,0.0,
2025-09-30 01:00:00,114500.31,1.0,1.0,0.0,,1.0
2025-09-30 02:00:00,114455.96,0.0,1.0,0.0,,
2025-09-30 03:00:00,114376.39,0.0,1.0,0.0,,
2025-09-30 04:00:00,114091.63,1.0,1.0,0.0,,1.0
2025-09-30 05:00:00,113904.0,1.0,1.0,0.0,,1.0
2025-09-30 06:00:00,113891.64,1.0,1.0,0.0,,1.0
2025-09-30 07:00:00,113699.23,1.0,0.0,0.0,,1.0
2025-09-30 08:00:00,113451.89,1.0,1.0,0.0,,1.0
2025-09-30 09:00:00,112781.97,1.0,0.0,0.0,,1.0
2025-09-30 10:00:00,112923.49,1.0,0.0,1.0,,0.0
2025-09-30 11:00:00,113055.01,1.0,0.0,1.0,,0.0
2025-09-30 12:00:00,113002.06,0.0,0.0,1.0,1.0,
2025-09-30 13:00:00,113404.53,1.0,0.0,1.0,,0.0
2025-09-30 14:00:00,113595.05,1.0,0.0,1.0,,0.0
2025-09-30 15:00:00,113106.16,0.0,0.0,1.0,1.0,
2025-09-30 16:00:00,112841.24,0.0,0.0,1.0,1.0,
2025-09-30 17:00:00,113246.11,0.0,0.0,1.0,1.0,
