date,close,rel_interval_width,forecast_slope,bowley_skewness,moors_kurtosis,tail_asymmetry,m1_pred_proba_dn,m1_pred_proba_up,m1_dn,m1_up,m1_prediction,isTP_DN,isTP_UP
2022-09-16,19803.3,,,,,,,,,,,,
2022-09-17,20113.62,,,,,,,,,,,,
2022-09-18,19416.18,,,,,,,,,,,,
2022-09-19,19537.02,,,,,,,,,,,,
2022-09-20,18875.0,,,,,,,,,,,,
2022-09-21,18461.36,,,,,,,,,,,,
2022-09-22,19401.63,,,,,,,,,,,,
2022-09-23,19289.91,,,,,,,,,,,,
2022-09-24,18920.5,,,,,,,,,,,,
2022-09-25,18807.38,,,,,,,,,,,,
2022-09-26,19227.82,,,,,,,,,,,,
2022-09-27,19079.13,,,,,,,,,,,,
2022-09-28,19412.82,,,,,,,,,,,,
2022-09-29,19591.51,0.1954280592785713,-16.718052455354794,0.020408455212444276,1.3163278626210628,0.040000000000000896,0.535,0.36,1.0,0.0,19348.336,0.0,0.0
2022-09-30,19422.61,0.1917641892587284,-44.58503069196154,-2.0860190829025703e-06,1.3125010430095414,-0.08333449037854578,0.575,0.35,1.0,0.0,19037.959,0.0,0.0
2022-10-01,19310.95,0.1928710384291141,-30.652413504461368,0.0,1.3333319426510437,0.166666444157437,0.48,0.42,0.0,1.0,19193.955,0.0,0.0
2022-10-02,19056.8,0.1684754708249181,2.953525874075951e-12,1.252387363411503e-06,1.3000018785810452,-0.047618960377990315,0.465,0.365,0.0,0.0,18870.229,0.0,0.0
2022-10-03,19629.08,0.1401647241618305,2.78410993303918,-1.2527450776514037e-06,1.100001628568601,-0.058140007525321356,0.49,0.365,0.0,0.0,19488.47,0.0,0.0
2022-10-04,20337.82,0.1897497827583945,3.1720064009966495e-12,0.07692278038047454,1.086538127928032,0.04310171538097244,0.475,0.445,0.0,1.0,20265.61,0.0,0.0
2022-10-05,20158.26,0.2122410522574943,-27.815987723212253,0.07692396723389111,1.2307699726949093,0.003832162121609525,0.505,0.405,0.0,1.0,19938.535,0.0,0.0
2022-10-06,19960.67,0.1694921087303672,11.116908482145124,0.09090909090909091,1.2386352227949247,0.14691873854840584,0.425,0.45,0.0,1.0,19921.496,0.0,0.0
2022-10-07,19530.09,0.1864626533026923,27.762276785716978,0.0,1.09375,0.04347860132412824,0.445,0.45,0.0,1.0,19589.062,0.0,0.0
2022-10-08,19417.96,0.1718936080283638,-13.870675223211215,0.09090825968041127,1.363637610479383,0.04265435230468795,0.49,0.385,0.0,0.0,19263.533,0.0,0.0
2022-10-09,19439.02,0.1693131884319041,-16.639997209819256,0.19999798787189788,1.3750022007651117,0.23809465407686617,0.455,0.42,0.0,1.0,19258.238,0.0,0.0
2022-10-10,19131.87,0.1668113568012763,3.4892753207990017e-12,0.0,1.312501572137201,-0.047618638763942525,0.465,0.35,0.0,0.0,18945.662,0.0,0.0
2022-10-11,19060.0,0.1453403368798454,-16.62806919642505,0.030301643542962574,1.4545460092494817,-0.1049736619798033,0.455,0.355,0.0,0.0,18933.988,0.0,0.0
2022-10-12,19155.53,0.1784021734242419,3.0473139204910588e-12,0.0,1.5000012594331544,2.132612457912733e-15,0.405,0.475,0.0,1.0,19229.902,0.0,0.0
2022-10-13,19375.13,0.1627580917523023,2.677400491669328e-12,0.11110955506602377,1.5833353172908198,0.09999980640327578,0.48,0.35,0.0,0.0,19215.207,0.0,0.0
2022-10-14,19176.93,0.1938559395965012,-22.113839285711705,0.09090804815241765,1.54545631814089,-0.08333416327355742,0.51,0.34,0.0,0.0,18885.223,0.0,0.0
2022-10-15,19069.39,0.1530104792338715,-38.66406249999659,0.09999886340531346,1.200000252576597,0.10526202948680172,0.595,0.33,1.0,0.0,18636.059,0.0,0.0
2022-10-16,19262.98,0.1498977329921718,-16.54268973213966,0.19999949400202652,1.3000011384954404,0.052631291888114204,0.51,0.35,0.0,0.0,18990.938,0.0,0.0
2022-10-17,19549.86,0.1594275267890585,-5.502999441960573,0.09090992897013611,1.090909928970136,0.20000038939685355,0.4,0.44,0.0,1.0,19568.732,0.0,0.0
2022-10-18,19327.44,0.1454963141002496,-2.745744977676284,-1.2701815978630465e-06,1.2124989997319917,0.05263186718401176,0.44,0.47,0.0,1.0,19374.666,0.0,1.0
2022-10-19,19123.97,0.1255784869502045,5.47991071428828,0.1111085967410936,1.1250003535832838,0.058823484309737134,0.465,0.425,0.0,1.0,19026.441,0.0,1.0
2022-10-20,19041.92,0.166007026292294,2.182997187551065e-12,0.0303011564866674,1.8181822397904999,-8.904373276815776e-07,0.45,0.4,0.0,1.0,18989.645,0.0,1.0
2022-10-21,19164.37,0.1336325570893616,-16.379464285711872,0.0,1.6250019962502436,7.268128531065635e-07,0.575,0.335,1.0,0.0,18956.443,0.0,0.0
2022-10-22,19204.35,0.1319959888239458,2.1170342925935177e-12,0.0,1.5,-0.11111175833053352,0.465,0.355,0.0,0.0,19074.95,0.0,0.0
2022-10-23,19570.4,0.1411681581741928,-27.22481863838977,-0.19999795025000544,1.2125030265839762,-0.05759108004824184,0.49,0.395,0.0,0.0,19514.598,0.0,0.0
2022-10-24,19329.72,0.1642619841633342,-10.878627232140053,0.0,1.2124994549758779,0.004524265787246248,0.48,0.38,0.0,0.0,19189.928,0.0,0.0
2022-10-25,20080.07,0.1417951766155103,-48.87890624999749,0.2727274850223191,1.1022723690248366,0.15183234176169189,0.52,0.36,1.0,0.0,19768.713,0.0,0.0
2022-10-26,20771.59,0.2275159605462826,1.8286035986455044e-12,0.23076953526644914,1.701923961868118,0.33112578014837996,0.42,0.445,0.0,1.0,20798.904,0.0,0.0
2022-10-27,20295.11,0.1874688084860217,13.529854910718017,0.1666654135621001,1.25000187965685,0.20000021117450967,0.41,0.445,0.0,1.0,20305.486,0.0,0.0
2022-10-28,20591.84,0.1716828359915965,16.209123883931337,-0.11111136612843348,1.244447300638455,0.08333257593221695,0.39,0.475,0.0,1.0,20726.03,0.0,1.0
2022-10-29,20809.67,0.1773322146676169,13.489467075896016,0.06666758595805389,1.566667011400937,0.19999947048833092,0.385,0.475,0.0,1.0,21000.475,0.0,1.0
2022-10-30,20627.48,0.2020651454061547,2.52934989758728e-12,1.0788312804972119e-06,1.3541684422431493,0.14285788685385997,0.455,0.46,0.0,1.0,20668.842,0.0,1.0
2022-10-31,20490.74,0.1756065597177036,-16.14257812499749,0.0,1.512501296344309,5.531068288249009e-07,0.415,0.435,0.0,1.0,20490.31,0.0,0.0
2022-11-01,20483.62,0.1874104819156283,32.24455915178795,0.09090844728060528,1.3409103647571354,0.134198038231331,0.385,0.46,0.0,1.0,20614.92,0.0,0.0
2022-11-02,20151.84,0.1887513053207945,16.100725446433113,-0.11111175294892384,1.1805551544069226,0.099999966727123,0.375,0.455,0.0,1.0,20286.797,0.0,0.0
