date,open,high,low,close,volume,rsi,vwap,sma,ema,vix,spx,gold,nasdaq,dji,dx,fear&greed_idx,fgi_cls,eos_price,prediction,q10,q20,q30,q40,q50,q60,q70,q80,q90,oct1,oct2,oct3,oct4,oct5,oct6,oct7,rel_interval_width,forecast_slope,ground_truth,pred,pred_proba,lab,meta_label
2022-07-15,20588.84,21200.0,20382.29,20830.04,143343.3049,62.26758503681292,20598.14419090696,20378.6385,20839.696439397874,24.229999542236328,3863.159912109375,1702.4000244140625,11452.419921875,31288.259765625,108.05999755859376,15.0,Extreme Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-16,20830.04,21588.94,20478.61,21195.6,121011.67393,64.59206160122937,20606.790634726083,20386.515000000003,20873.592016598075,24.58666610717773,3852.3899739583335,1704.6666666666667,11421.6298828125,31216.37630208333,107.82999928792316,21.0,Extreme Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-17,21195.6,21684.54,20750.01,20798.16,118229.4525,60.60105014281771,20620.164706182502,20389.295,20866.408015017307,24.94333267211914,3841.620035807292,1706.9333089192708,11390.83984375,31144.492838541668,107.6000010172526,24.0,Extreme Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-18,20799.58,22777.63,20762.45,22432.58,239942.73132,64.249698571182,20739.9120338999,20496.8595,21015.567251682325,25.299999237060547,3830.85009765625,1709.199951171875,11360.0498046875,31072.609375,107.37000274658205,20.0,Extreme Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-19,22432.58,23800.0,21579.54,23396.62,263770.76574,68.7078378230812,20950.249553248206,20660.54,21242.33418009353,24.5,3936.68994140625,1710.0,11713.150390625,31827.05078125,106.68000030517578,30.0,Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-20,23398.48,24276.74,22906.19,23223.3,238762.17094,65.83976446393743,21185.08146056216,20824.5945,21430.997591513194,23.8799991607666,3959.89990234375,1699.5,11897.650390625,31874.83984375,107.08000183105467,31.0,Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-21,23223.3,23442.77,22341.46,23152.19,184817.68191,60.31423357614937,21340.69321438053,21018.214,21594.92067803575,23.11000061035156,3998.949951171875,1712.699951171875,12059.6103515625,32036.900390625,106.91000366210938,34.0,Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-22,23152.19,23756.49,22500.0,22684.83,171598.43966,56.95156200975956,21455.266166338264,21189.815,21698.721565841868,23.030000686645508,3961.6298828125,1727.0999755859375,11834.1103515625,31899.2890625,106.7300033569336,33.0,Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-23,22684.83,23000.77,21934.57,22451.07,122137.77375,55.32275769447107,21525.07748054773,21346.577,21770.37379766645,23.14000066121419,3963.3666178385415,1724.3999837239585,11816.963541666666,31929.5390625,106.64667002360028,31.0,Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-24,22448.58,23014.64,22257.15,22579.68,115189.67277,61.49307354265972,21597.86482901294,21463.7255,21847.450578841075,23.25000063578288,3965.103352864584,1721.6999918619792,11799.816731770834,31959.7890625,106.56333669026692,30.0,Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-25,22577.13,22666.0,21250.0,21310.9,180344.76643,58.59180797265499,21647.02767267265,21520.479,21796.350523713358,23.36000061035156,3966.840087890625,1719.0,11782.669921875,31990.0390625,106.4800033569336,30.0,Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-26,21310.9,21347.82,20706.5,21254.67,177817.24326,63.26040496177318,21650.234824956653,21554.987,21744.76190240732,24.690000534057617,3921.050048828125,1717.699951171875,11562.5703125,31761.5390625,107.19000244140624,26.0,Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-27,21254.67,23112.63,21042.53,22952.45,210971.19796,66.87187561308139,21700.387882168103,21621.3605,21859.779816463768,23.239999771118164,4023.610107421875,1719.0999755859375,12032.419921875,32197.58984375,106.4499969482422,28.0,Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-28,22954.31,24199.72,22582.13,23842.93,236029.0741,68.9409540528679,21814.665319764805,21733.7695,22048.651262514835,22.32999992370605,4072.429931640625,1750.300048828125,12162.58984375,32529.630859375,106.3499984741211,32.0,Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-29,23845.25,24442.66,23414.03,23773.75,198298.50623,67.48447090603904,21938.180037175876,21842.8655,22212.94638037057,21.32999992370605,4130.2900390625,1762.9000244140625,12390.6904296875,32845.12890625,105.9000015258789,39.0,Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-30,23777.28,24668.0,23502.25,23643.51,151060.13211,64.95774647887323,22072.394931245883,21981.9175,22349.19053462099,21.83333333333333,4126.4033203125,1764.933349609375,12383.453776041666,32829.552083333336,105.75,42.0,Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-31,23644.64,24194.82,23227.31,23293.32,127743.32483,65.33501321369306,22198.405642651564,22148.403,22439.107626561847,22.336666742960613,4122.5166015625,1766.9666748046875,12376.217122395834,32813.975260416664,105.5999984741211,39.0,Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-01,23296.36,23509.68,22850.0,23268.01,144210.16219,56.400398995463,22344.68124616255,22345.366,22518.050709746432,22.84000015258789,4118.6298828125,1769.0,12368.98046875,32798.3984375,105.4499969482422,33.0,Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-02,23266.9,23459.89,22654.37,22987.79,158073.28225,46.50128282587973,22526.846324171696,22483.012,22562.78778500868,23.93000030517578,4091.18994140625,1771.0999755859375,12348.759765625,32396.169921875,106.23999786376952,31.0,Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-03,22985.93,23647.68,22681.22,22818.37,145948.80995,46.532343838579685,22658.33794017216,22594.4885,22587.128948341186,21.950000762939453,4155.169921875,1758.0,12668.16015625,32812.5,106.51000213623048,34.0,Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-04,22816.91,23223.32,22400.0,22622.98,154854.67016,45.56251519801442,22739.18443210338,22684.1355,22590.543334213457,21.440000534057617,4151.93994140625,1788.5,12720.580078125,32726.8203125,105.69000244140624,30.0,Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-05,22622.41,23472.86,22586.95,23312.42,175251.69749,55.073459627519966,22815.228806409305,22789.9765,22659.2934928598,21.149999618530277,4145.18994140625,1772.9000244140625,12657.5498046875,32803.46875,106.62000274658205,31.0,Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-06,23313.56,23354.36,22909.52,22954.21,83911.80307,53.98717485434615,22880.458452749444,22897.779,22687.3807792541,21.196666717529297,4143.47998046875,1777.5333658854167,12653.1865234375,32813.158854166664,106.56000264485677,31.0,Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-07,22954.21,23402.0,22844.62,23174.39,88890.00877,54.64540973746495,22951.500347673013,22934.8695,22733.762609801328,21.24333381652832,4141.77001953125,1782.1667073567708,12648.8232421875,32822.848958333336,106.50000254313152,30.0,Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-08,23174.39,24245.0,23154.25,23810.0,170958.44152,71.66393891689837,22995.08447245044,22955.5385,22836.261408867867,21.290000915527344,4140.06005859375,1786.800048828125,12644.4599609375,32832.5390625,106.44000244140624,30.0,Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-09,23810.98,23933.25,22865.0,23149.95,143182.50858,64.87263995480015,22973.713379907836,22951.871,22866.13651278521,21.770000457763672,4122.47021484375,1794.0,12493.9296875,32774.41015625,106.37000274658205,42.0,Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-10,23151.32,24226.0,22664.69,23954.05,208916.54953,59.141989258892806,23015.735384686188,22991.964,22969.747321091385,19.739999771118164,4210.240234375,1795.5999755859375,12854.7998046875,33309.51171875,105.1999969482422,31.0,Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11,23954.05,24918.54,23852.13,23934.39,249759.79557,50.99257683625628,23111.49002533907,23054.442,23061.61805241601,20.200000762939453,4207.27001953125,1789.699951171875,12779.91015625,33336.671875,105.08999633789062,41.0,Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12,23933.09,24456.5,23583.0,24403.68,174207.5704,56.290103868144776,23190.33130648489,23152.0725,23189.433475995444,19.530000686645508,4280.14990234375,1798.5999755859375,13047.1904296875,33761.05078125,105.62999725341795,42.0,Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-13,24401.7,24888.0,24291.22,24441.38,152852.25435,58.11706346380404,23272.03885133847,23245.1575,23308.66647828159,19.670000712076824,4285.813313802083,1792.8666585286458,13074.1435546875,33811.514322916664,105.93666585286458,46.0,Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-14,24443.06,25047.56,24144.0,24305.24,151206.14473,60.76345751289167,23411.6800096458,23394.8745,23403.57824225477,19.810000737508137,4291.476725260417,1787.1333414713542,13101.0966796875,33861.977864583336,106.2433344523112,47.0,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-15,24305.25,25211.32,23773.22,24094.82,242539.54758,58.46130544861366,23601.796555053184,23536.882,23469.41079061146,19.950000762939453,4297.14013671875,1781.4000244140625,13128.0498046875,33912.44140625,106.5500030517578,45.0,Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-16,24093.04,24247.49,23671.22,23854.74,179324.94821,58.945578441873096,23697.05773998661,23581.9965,23506.108810553225,19.690000534057617,4305.2001953125,1773.199951171875,13102.5498046875,34152.01171875,106.5,44.0,Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-17,23856.15,24446.71,23180.4,23342.66,210668.68766,55.052569699422754,23705.56318529668,23556.983,23490.5422571672,19.899999618530277,4274.0400390625,1760.300048828125,12938.1201171875,33980.3203125,106.56999969482422,41.0,Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-18,23342.66,23600.0,23111.04,23191.2,144185.97011,55.52268282916249,23677.22227036853,23527.8555,23462.03347077033,19.559999465942383,4283.740234375,1755.300048828125,12965.33984375,33999.0390625,107.4800033569336,30.0,Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-19,23191.45,23208.67,20783.57,20834.39,283995.87747,31.810728163962796,23492.36782278139,23387.399500000003,23211.781711649342,20.600000381469727,4228.47998046875,1747.5999755859375,12705.2197265625,33706.73828125,108.16999816894533,33.0,Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-20,20834.39,21382.85,20761.9,21140.07,183041.68363,36.5803357172235,23362.077388508264,23279.737,23014.475834349407,21.666666666666668,4198.316731770833,1743.066650390625,12597.336588541666,33492.361979166664,108.4633331298828,29.0,Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-21,21140.07,21800.0,21069.11,21515.61,159200.6841,38.00526999314497,23281.025162329704,23192.117,22871.72670726851,22.73333295186361,4168.153483072917,1738.5333251953125,12489.453450520834,33277.985677083336,108.75666809082033,27.0,Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-22,21516.7,21548.71,20890.18,21399.83,222222.04526,31.15520603491281,23165.930836457614,23112.719,22731.546068481035,23.799999237060547,4137.990234375,1734.0,12381.5703125,33063.609375,109.0500030517578,29.0,Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-23,21400.75,21684.87,20890.14,21529.12,200967.77164,36.17989676041901,23069.771246889064,23048.2565,22617.02930005427,24.11000061035156,4128.72998046875,1746.800048828125,12381.2998046875,32909.58984375,108.62000274658205,28.0,Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-24,21529.11,21900.0,21145.0,21368.08,174383.22046,25.23477438100585,23006.13059434283,22985.5115,22498.08174766815,22.81999969482422,4140.77001953125,1747.800048828125,12431.5302734375,32969.23046875,108.68000030517578,25.0,Extreme Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-25,21368.05,21819.88,21310.15,21559.04,169915.78301,27.97448940798587,22932.159408122283,22897.8425,22408.649200271186,21.780000686645508,4199.1201171875,1757.699951171875,12639.26953125,33291.78125,108.47000122070312,25.0,Extreme Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-26,21559.04,21886.77,20107.9,20241.05,273811.61955,16.650777042671223,22770.80650402268,22762.1845,22202.21118119774,25.559999465942383,4057.659912109375,1736.0999755859375,12141.7099609375,32283.400390625,108.8000030517578,27.0,Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-27,20239.14,20402.93,19800.0,20037.6,162582.46032,15.631555616602526,22648.902388919538,22605.345,21996.057735369384,25.776666005452476,4048.643310546875,1736.2666422526042,12100.36328125,32221.930338541668,108.81333414713542,28.0,Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-28,20037.6,20171.18,19520.0,19555.61,139307.95976,14.830945847284797,22494.729131996883,22392.6255,21763.63414152468,25.993332544962566,4039.626708984375,1736.4333089192708,12059.0166015625,32160.46028645833,108.82666524251302,28.0,Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-29,19555.61,20433.62,19550.79,20285.73,210509.49545,23.810859607797823,22334.515024210275,22249.414500000003,21622.881366141377,26.209999084472656,4030.610107421875,1736.5999755859375,12017.669921875,32098.990234375,108.83999633789062,24.0,Extreme Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-30,20287.2,20576.25,19540.0,19811.66,256634.35529,23.068612065129614,22113.071307601567,22042.295,21450.384093175533,26.209999084472656,3986.159912109375,1723.199951171875,11883.1396484375,31790.869140625,108.7699966430664,27.0,Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-31,19813.03,20490.0,19797.94,20050.02,276946.60765,27.23731911610581,21839.923981574437,21848.076500000003,21317.016084301675,25.8700008392334,3955.0,1712.800048828125,11816.2001953125,31510.4296875,108.6999969482422,23.0,Extreme Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-01,20048.44,20208.37,19565.66,20131.46,245289.97263,28.640618106476467,21626.76381578425,21634.4655,21204.10598103485,25.559999465942383,3966.85009765625,1696.5999755859375,11785.1298828125,31656.419921875,109.69000244140624,20.0,Extreme Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-02,20132.64,20441.26,19755.29,19951.86,245986.6033,41.14869486551488,21425.12466604889,21409.989500000003,21084.844459031527,25.46999931335449,3924.260009765625,1709.800048828125,11630.8603515625,31318.439453125,109.52999877929688,25.0,Extreme Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-03,19950.98,20055.93,19652.72,19831.9,146639.03204,36.37206511389514,21256.47413297557,21186.3225,20965.51641531424,25.829999446868896,3920.242492675781,1707.4500427246094,11609.372802734377,31275.15478515625,109.69999885559082,21.0,Extreme Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-04,19832.45,20029.23,19583.1,20000.3,145588.77893,33.502161155810015,21019.720159190896,20981.596500000003,20873.591042427168,26.1899995803833,3916.2249755859375,1705.1000366210938,11587.88525390625,31231.8701171875,109.86999893188477,20.0,Extreme Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-05,20000.3,20057.27,19633.83,19796.84,222543.01057,32.87451416947813,20826.855183960262,20778.7015,20771.04332410077,26.549999713897705,3912.2074584960938,1702.750030517578,11566.397705078123,31188.58544921875,110.03999900817873,23.0,Extreme Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-06,19795.34,20180.0,18649.51,18790.61,356315.05718,25.36012682942625,20548.79809224045,20551.099,20582.43062656736,26.90999984741211,3908.18994140625,1700.4000244140625,11544.91015625,31145.30078125,110.20999908447266,22.0,Extreme Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-07,18790.61,19464.06,18510.77,19292.84,287394.7788,32.40803219932654,20361.72159495557,20356.181,20459.612471656183,24.63999938964844,3979.8701171875,1715.300048828125,11791.900390625,31581.279296875,109.83999633789062,24.0,Extreme Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-08,19292.85,19458.25,19012.0,19319.77,262813.28273,30.474536249853912,20213.66949344848,20280.45,20351.05604578417,23.61000061035156,4006.179931640625,1708.0,11862.1298828125,31774.51953125,109.70999908447266,20.0,Extreme Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-09,19320.54,21597.22,19291.75,21360.11,428919.74652,58.66604301348395,20228.622062538743,20291.452,20447.15642237616,22.790000915527344,4067.360107421875,1716.199951171875,12112.3095703125,32151.7109375,109.0,22.0,Extreme Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-10,21361.62,21810.8,21111.13,21648.34,307997.33504,62.31196570743701,20271.374550283937,20298.0885,20561.55485834033,23.150000890096027,4081.710123697917,1720.1666259765625,12163.676432291666,32228.25390625,108.77666727701823,28.0,Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-11,21647.21,21860.0,21350.0,21826.87,280702.55149,68.20532551018773,20307.049002399977,20319.440500000004,20682.06106230792,23.510000864664715,4096.060139973958,1724.13330078125,12215.043294270834,32304.796875,108.55333455403644,26.0,Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-12,21826.87,22488.0,21538.51,22395.74,395395.61828,67.36162194630268,20409.62310603112,20362.771500000003,20845.26858018336,23.8700008392334,4110.41015625,1728.0999755859375,12266.41015625,32381.33984375,108.33000183105467,25.0,Extreme Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-13,22395.44,22799.0,19860.0,20173.57,431915.03333,52.31259784657656,20418.35088988722,20303.046,20781.297286832563,27.270000457763672,3932.68994140625,1705.0,11633.5703125,31104.970703125,109.81999969482422,34.0,Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-14,20173.62,20541.48,19617.62,20226.71,340826.40151,51.15641930851766,20364.2266645504,20236.4295,20728.47944999137,26.15999984741211,3946.010009765625,1696.5,11719.6796875,31135.08984375,109.66000366210938,27.0,Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15,20227.17,20330.24,19497.0,19701.88,333069.76076,47.34266824365453,20313.48753276859,20209.471,20630.708073801718,26.270000457763672,3901.35009765625,1665.4000244140625,11552.3603515625,30961.8203125,109.73999786376952,28.0,Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-16,19701.88,19890.0,19320.01,19803.3,283791.07064,49.07204981048728,20287.70055129924,20197.756,20551.90730486822,26.299999237060547,3873.330078125,1671.699951171875,11448.400390625,30822.419921875,109.76000213623048,20.0,Extreme Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-17,19803.3,20189.0,19748.08,20113.62,179350.24338,51.718831984966606,20292.39794897156,20225.6565,20510.16565678553,26.119999567667644,3882.183349609375,1669.8666178385415,11477.2734375,30888.17317708333,109.75333404541016,22.0,Extreme Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-18,20112.61,20117.26,19335.62,19416.18,254217.46904,46.65227747376819,20269.947554317445,20182.179,20405.97654661548,25.93999989827474,3891.03662109375,1668.0332845052085,11506.146484375,30953.926432291668,109.74666595458984,27.0,Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-19,19417.45,19686.2,18232.56,19537.02,380512.40306,48.49667651061388,20209.671438265315,20168.447,20323.21878027115,25.76000022888184,3899.889892578125,1666.199951171875,11535.01953125,31019.6796875,109.73999786376952,21.0,Extreme Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-20,19537.02,19634.62,18711.87,18875.0,324098.3286,50.50853830940388,20151.370718850703,20109.696,20185.29318215009,27.15999984741211,3855.929931640625,1659.699951171875,11425.0498046875,30706.23046875,110.22000122070312,23.0,Extreme Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-21,18874.31,19956.0,18125.98,18461.36,385034.10021,44.93538578487268,20075.10486321853,20026.191,20021.109069564365,27.989999771118164,3789.929931640625,1664.5999755859375,11220.1904296875,30183.779296875,110.63999938964844,23.0,Extreme Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-22,18461.36,19550.17,18356.39,19401.63,379321.72111,50.448692510244406,20015.9291045275,19998.6795,19962.111062939184,27.350000381469727,3757.989990234375,1670.800048828125,11066.8095703125,30076.6796875,111.3499984741211,22.0,Extreme Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-23,19401.63,19500.0,18531.42,19289.91,385886.91829,35.610500678395866,19964.73157173732,19971.58,19898.091914087832,29.920000076293945,3693.22998046875,1645.300048828125,10867.9296875,29590.41015625,113.19000244140624,20.0,Extreme Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-24,19288.57,19316.14,18805.34,18920.5,239496.56746,31.250979432602666,19931.59727900973,19917.59,19804.987922269946,30.6999994913737,3680.5,1637.9667154947915,10846.259765625,29480.543619791668,113.4933344523112,24.0,Extreme Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-25,18921.99,19180.21,18629.2,18807.38,191191.4492,29.058107615120107,19903.63118876345,19868.117,19709.97764395852,31.47999890645345,3667.77001953125,1630.6333821614585,10824.58984375,29370.67708333333,113.79666646321614,24.0,Extreme Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-26,18809.13,19318.96,18680.72,19227.82,439239.21943,27.56678440625538,19885.926765115164,19889.9775,19664.05786834342,32.2599983215332,3655.0400390625,1623.300048828125,10802.919921875,29260.810546875,114.0999984741211,21.0,Extreme Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-27,19226.68,20385.86,18816.32,19079.13,593260.74161,39.02773043530567,19879.584786323227,19879.292,19608.350452310715,32.599998474121094,3647.2900390625,1626.699951171875,10829.5,29134.990234375,114.11000061035156,20.0,Extreme Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-28,19078.1,19790.0,18471.28,19412.82,521385.45547,42.274931898212735,19854.21735748053,19883.9445,19589.7285044716,30.18000030517578,3719.0400390625,1660.4000244140625,11051.6396484375,29683.740234375,112.5999984741211,20.0,Extreme Fear,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-29,19412.82,19645.52,18843.01,19591.51,406424.93256,48.87874336358701,19771.283225070063,19795.5145,19589.8981707124,31.84000015258789,3640.469970703125,1658.5,10737.509765625,29225.609375,112.25,22.0,Extreme Fear,19591.51,19348.336,17475.916,18256.092,18568.162,18880.23,19348.336,19660.406,20128.512,20596.617,21376.791,17631.951171875,18412.126953125,18724.197265625,19348.3359375,19660.40625,20323.55419921875,21084.22509765625,0.19542805927857132,-16.718052455354794,19960.67,1.0,0.535,0.0,0.0
2022-09-30,19590.54,20185.0,19155.36,19422.61,444322.9534,46.18485164926572,19684.8726388814,19684.228000000003,19573.965963977887,31.6200008392334,3585.6201171875,1662.4000244140625,10575.6201171875,28725.509765625,112.12000274658205,21.0,Extreme Fear,19422.61,19037.959,17009.322,17789.568,18522.996,18819.488,19037.959,19350.055,19818.201,20286.348,20754.494,17457.962646484375,18101.6640625,18725.859375,19037.958984375,19408.572998046875,19974.25,20598.447265625,0.19176418925872846,-44.58503069196154,19530.09,1.0,0.575,0.0,0.0
2022-10-01,19422.61,19484.0,19159.42,19310.95,165625.13959,41.62232571343881,19597.16337689194,19558.432,19548.916824551423,31.11333401997884,3616.556722005209,1672.5666910807292,10655.556640625,28980.63671875,111.99666849772136,20.0,Extreme Fear,19310.95,19193.955,17633.47,18101.617,18569.762,18881.857,19193.955,19506.053,19974.197,20286.293,21378.633,17789.51953125,18257.6640625,18881.857421875,19193.955078125,19662.1015625,20130.24609375,21066.537109375,0.1928710384291141,-30.652413504461368,19417.96,0.0,0.48,0.0,0.0
