date,open,high,low,close,volume,amount,eos_price,prediction,q10,q20,q30,q40,q50,q60,q70,q80,q90,oct1,oct2,oct3,oct4,oct5,oct6,oct7,rel_interval_width,forecast_slope,ground_truth,pred,pred_proba,lab,meta_label
2025-09-16 18:00:00,116461.55,116776.66,116226.12,116418.86,486.09455,56648807.7126473,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-16 19:00:00,116418.87,116820.0,116395.6,116800.12,525.61626,61296010.3419136,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-16 20:00:00,116800.13,116908.83,116722.56,116839.47,367.21592,42901651.853089,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-16 21:00:00,116839.47,116940.26,116584.45,116800.51,295.98351,34558249.1532842,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-16 22:00:00,116800.51,116964.27,116694.73,116855.58,312.66858,36537269.8895105,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-16 23:00:00,116855.58,116920.46,116632.0,116788.96,262.99472,30720217.931858,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-17 00:00:00,116788.96,116832.0,116560.0,116560.01,269.7236,31468748.7645549,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-17 01:00:00,116560.01,116768.0,116516.92,116662.25,267.74519,31227288.7787998,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-17 02:00:00,116662.25,117077.16,116556.52,116686.43,742.4537,86758738.5605836,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-17 03:00:00,116686.43,116758.83,116371.81,116372.04,377.8305,44036563.7061494,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-17 04:00:00,116372.05,116480.01,116160.22,116313.49,262.15716,30489807.6611839,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-17 05:00:00,116313.5,117214.0,116313.49,117108.3,894.88999,104514221.0172734,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-17 06:00:00,117108.31,117286.73,116970.41,117234.27,770.01131,90177549.436854,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-17 07:00:00,117234.28,117275.0,117125.78,117162.48,557.97471,65402912.2825787,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-17 08:00:00,117162.48,117189.86,116683.99,116860.0,635.73334,74308455.7904759,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-17 09:00:00,116860.01,116860.01,116548.88,116550.01,380.39506,44386083.5027581,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-17 10:00:00,116550.01,116604.26,116267.44,116359.14,356.93808,41557332.6033079,,,,,,,,,,,,,,,,,,,,,,,,,
